date,time,state,cases
21/03/2021,8:00 AM,Rajasthan,324948
21/03/2021,8:00 AM,Sikkim,6204
21/03/2021,8:00 AM,Tamil Nadu,865693
21/03/2021,8:00 AM,Telengana,303118
21/03/2021,8:00 AM,Tripura,33464
21/03/2021,8:00 AM,Uttarakhand,98311
21/03/2021,8:00 AM,Uttar Pradesh,607050
21/03/2021,8:00 AM,West Bengal,580209
22/03/2021,8:00 AM,Andhra Pradesh,893734
22/03/2021,8:00 AM,Andaman and Nicobar Islands,5039
22/03/2021,8:00 AM,Arunachal Pradesh,16842
22/03/2021,8:00 AM,Assam,217976
22/03/2021,8:00 AM,Bihar,263569
22/03/2021,8:00 AM,Chandigarh,24459
22/03/2021,8:00 AM,Chhattisgarh,324153
22/03/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3481
22/03/2021,8:00 AM,Delhi,647984
22/03/2021,8:00 AM,Goa,56623
22/03/2021,8:00 AM,Gujarat,287009
22/03/2021,8:00 AM,Haryana,279828
22/03/2021,8:00 AM,Himachal Pradesh,60678
22/03/2021,8:00 AM,Jammu and Kashmir,128547
22/03/2021,8:00 AM,Jharkhand,121261
22/03/2021,8:00 AM,Karnataka,970202
22/03/2021,8:00 AM,Kerala,1104228
22/03/2021,8:00 AM,Lakshadweep,666
22/03/2021,8:00 AM,Ladakh,9908
22/03/2021,8:00 AM,Madhya Pradesh,275727
22/03/2021,8:00 AM,Maharashtra,2479682
22/03/2021,8:00 AM,Manipur,29335
22/03/2021,8:00 AM,Meghalaya,14016
22/03/2021,8:00 AM,Mizoram,4448
22/03/2021,8:00 AM,Nagaland,12225
22/03/2021,8:00 AM,Odisha,338817
22/03/2021,8:00 AM,Puducherry,40386
22/03/2021,8:00 AM,Punjab,213110
22/03/2021,8:00 AM,Rajasthan,325424
22/03/2021,8:00 AM,Sikkim,6206
22/03/2021,8:00 AM,Tamil Nadu,866982
22/03/2021,8:00 AM,Telengana,303455
22/03/2021,8:00 AM,Tripura,33464
22/03/2021,8:00 AM,Uttarakhand,98448
22/03/2021,8:00 AM,Uttar Pradesh,607538
22/03/2021,8:00 AM,West Bengal,580631
23/03/2021,8:00 AM,Andhra Pradesh,894044
23/03/2021,8:00 AM,Andaman and Nicobar Islands,5039
23/03/2021,8:00 AM,Arunachal Pradesh,16842
23/03/2021,8:00 AM,Assam,218006
23/03/2021,8:00 AM,Bihar,263659
23/03/2021,8:00 AM,Chandigarh,24667
23/03/2021,8:00 AM,Chhattisgarh,325678
23/03/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3485
23/03/2021,8:00 AM,Delhi,648872
23/03/2021,8:00 AM,Goa,56708
23/03/2021,8:00 AM,Gujarat,288649
23/03/2021,8:00 AM,Haryana,280693
23/03/2021,8:00 AM,Himachal Pradesh,60878
23/03/2021,8:00 AM,Jammu and Kashmir,128679
23/03/2021,8:00 AM,Jharkhand,121371
23/03/2021,8:00 AM,Karnataka,971647
23/03/2021,8:00 AM,Kerala,1105467
23/03/2021,8:00 AM,Lakshadweep,691
23/03/2021,8:00 AM,Ladakh,9920
23/03/2021,8:00 AM,Madhya Pradesh,277075
23/03/2021,8:00 AM,Maharashtra,2504327
23/03/2021,8:00 AM,Manipur,29339
23/03/2021,8:00 AM,Meghalaya,14016
23/03/2021,8:00 AM,Mizoram,4451
23/03/2021,8:00 AM,Nagaland,12225
23/03/2021,8:00 AM,Odisha,338963
23/03/2021,8:00 AM,Puducherry,40433
23/03/2021,8:00 AM,Punjab,215409
23/03/2021,8:00 AM,Rajasthan,326026
23/03/2021,8:00 AM,Sikkim,6206
23/03/2021,8:00 AM,Tamil Nadu,868367
23/03/2021,8:00 AM,Telengana,303867
23/03/2021,8:00 AM,Tripura,33470
23/03/2021,8:00 AM,Uttarakhand,98552
23/03/2021,8:00 AM,Uttar Pradesh,608076
23/03/2021,8:00 AM,West Bengal,580999
24/03/2021,8:00 AM,Andhra Pradesh,894536
24/03/2021,8:00 AM,Andaman and Nicobar Islands,5039
24/03/2021,8:00 AM,Arunachal Pradesh,16842
24/03/2021,8:00 AM,Assam,218058
24/03/2021,8:00 AM,Bihar,263770
24/03/2021,8:00 AM,Chandigarh,24881
24/03/2021,8:00 AM,Chhattisgarh,327588
24/03/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3495
24/03/2021,8:00 AM,Delhi,649973
24/03/2021,8:00 AM,Goa,56841
24/03/2021,8:00 AM,Gujarat,290379
24/03/2021,8:00 AM,Haryana,281588
24/03/2021,8:00 AM,Himachal Pradesh,61035
24/03/2021,8:00 AM,Jammu and Kashmir,128836
24/03/2021,8:00 AM,Jharkhand,121501
24/03/2021,8:00 AM,Karnataka,973657
24/03/2021,8:00 AM,Kerala,1107452
24/03/2021,8:00 AM,Lakshadweep,697
24/03/2021,8:00 AM,Ladakh,9929
24/03/2021,8:00 AM,Madhya Pradesh,278577
24/03/2021,8:00 AM,Maharashtra,2533026
24/03/2021,8:00 AM,Manipur,29352
24/03/2021,8:00 AM,Meghalaya,14017
24/03/2021,8:00 AM,Mizoram,4452
24/03/2021,8:00 AM,Nagaland,12225
24/03/2021,8:00 AM,Odisha,339076
24/03/2021,8:00 AM,Puducherry,40520
24/03/2021,8:00 AM,Punjab,217663
24/03/2021,8:00 AM,Rajasthan,326506
24/03/2021,8:00 AM,Sikkim,6208
24/03/2021,8:00 AM,Tamil Nadu,869804
24/03/2021,8:00 AM,Telengana,304298
24/03/2021,8:00 AM,Tripura,33479
24/03/2021,8:00 AM,Uttarakhand,98646
24/03/2021,8:00 AM,Uttar Pradesh,608709
24/03/2021,8:00 AM,West Bengal,581403
25/03/2021,8:00 AM,Andhra Pradesh,895121
25/03/2021,8:00 AM,Andaman and Nicobar Islands,5041
25/03/2021,8:00 AM,Arunachal Pradesh,16842
25/03/2021,8:00 AM,Assam,218099
25/03/2021,8:00 AM,Bihar,263940
25/03/2021,8:00 AM,Chandigarh,25130
25/03/2021,8:00 AM,Chhattisgarh,329694
25/03/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3510
25/03/2021,8:00 AM,Delhi,651227
25/03/2021,8:00 AM,Goa,56981
25/03/2021,8:00 AM,Gujarat,292169
25/03/2021,8:00 AM,Haryana,282569
25/03/2021,8:00 AM,Himachal Pradesh,61301
25/03/2021,8:00 AM,Jammu and Kashmir,129031
25/03/2021,8:00 AM,Jharkhand,121695
25/03/2021,8:00 AM,Karnataka,975955
25/03/2021,8:00 AM,Kerala,1109908
25/03/2021,8:00 AM,Lakshadweep,697
25/03/2021,8:00 AM,Ladakh,9942
25/03/2021,8:00 AM,Madhya Pradesh,280289
25/03/2021,8:00 AM,Maharashtra,2564881
25/03/2021,8:00 AM,Manipur,29362
25/03/2021,8:00 AM,Meghalaya,14019
25/03/2021,8:00 AM,Mizoram,4454
25/03/2021,8:00 AM,Nagaland,12226
25/03/2021,8:00 AM,Odisha,339246
25/03/2021,8:00 AM,Puducherry,40645
25/03/2021,8:00 AM,Punjab,220276
25/03/2021,8:00 AM,Rajasthan,327175
25/03/2021,8:00 AM,Sikkim,6210
25/03/2021,8:00 AM,Tamil Nadu,871440
25/03/2021,8:00 AM,Telengana,304791
25/03/2021,8:00 AM,Tripura,33480
25/03/2021,8:00 AM,Uttarakhand,98880
25/03/2021,8:00 AM,Uttar Pradesh,609443
25/03/2021,8:00 AM,West Bengal,581865
26/03/2021,8:00 AM,Andhra Pradesh,895879
26/03/2021,8:00 AM,Andaman and Nicobar Islands,5042
26/03/2021,8:00 AM,Arunachal Pradesh,16842
26/03/2021,8:00 AM,Assam,218139
26/03/2021,8:00 AM,Bihar,264198
26/03/2021,8:00 AM,Chandigarh,25356
26/03/2021,8:00 AM,Chhattisgarh,332113
26/03/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3536
26/03/2021,8:00 AM,Delhi,652742
26/03/2021,8:00 AM,Goa,57170
26/03/2021,8:00 AM,Gujarat,294130
26/03/2021,8:00 AM,Haryana,283622
26/03/2021,8:00 AM,Himachal Pradesh,61616
26/03/2021,8:00 AM,Jammu and Kashmir,129203
26/03/2021,8:00 AM,Jharkhand,121973
26/03/2021,8:00 AM,Karnataka,978478
26/03/2021,8:00 AM,Kerala,1111897
26/03/2021,8:00 AM,Lakshadweep,708
26/03/2021,8:00 AM,Ladakh,9948
26/03/2021,8:00 AM,Madhya Pradesh,282174
26/03/2021,8:00 AM,Maharashtra,2600833
26/03/2021,8:00 AM,Manipur,29367
26/03/2021,8:00 AM,Meghalaya,14022
26/03/2021,8:00 AM,Mizoram,4460
26/03/2021,8:00 AM,Nagaland,12229
26/03/2021,8:00 AM,Odisha,339460
26/03/2021,8:00 AM,Puducherry,40740
26/03/2021,8:00 AM,Punjab,222937
26/03/2021,8:00 AM,Rajasthan,327890
26/03/2021,8:00 AM,Sikkim,6212
26/03/2021,8:00 AM,Tamil Nadu,873219
26/03/2021,8:00 AM,Telengana,305309
26/03/2021,8:00 AM,Tripura,33482
26/03/2021,8:00 AM,Uttarakhand,99072
26/03/2021,8:00 AM,Uttar Pradesh,610273
26/03/2021,8:00 AM,West Bengal,582381
27/03/2021,8:00 AM,Andhra Pradesh,896863
27/03/2021,8:00 AM,Andaman and Nicobar Islands,5043
27/03/2021,8:00 AM,Arunachal Pradesh,16843
27/03/2021,8:00 AM,Assam,218176
27/03/2021,8:00 AM,Bihar,264409
27/03/2021,8:00 AM,Chandigarh,25604
27/03/2021,8:00 AM,Chhattisgarh,334778
27/03/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3554
27/03/2021,8:00 AM,Delhi,654276
27/03/2021,8:00 AM,Goa,57283
27/03/2021,8:00 AM,Gujarat,296320
27/03/2021,8:00 AM,Haryana,284944
27/03/2021,8:00 AM,Himachal Pradesh,61967
27/03/2021,8:00 AM,Jammu and Kashmir,129413
27/03/2021,8:00 AM,Jharkhand,122281
27/03/2021,8:00 AM,Karnataka,981044
27/03/2021,8:00 AM,Kerala,1113722
27/03/2021,8:00 AM,Lakshadweep,714
27/03/2021,8:00 AM,Ladakh,9965
27/03/2021,8:00 AM,Madhya Pradesh,284265
27/03/2021,8:00 AM,Maharashtra,2637735
27/03/2021,8:00 AM,Manipur,29373
27/03/2021,8:00 AM,Meghalaya,14029
27/03/2021,8:00 AM,Mizoram,4463
27/03/2021,8:00 AM,Nagaland,12229
27/03/2021,8:00 AM,Odisha,339694
27/03/2021,8:00 AM,Puducherry,40836
27/03/2021,8:00 AM,Punjab,226059
27/03/2021,8:00 AM,Rajasthan,328743
27/03/2021,8:00 AM,Sikkim,6215
27/03/2021,8:00 AM,Tamil Nadu,875190
27/03/2021,8:00 AM,Telengana,305804
27/03/2021,8:00 AM,Tripura,33490
27/03/2021,8:00 AM,Uttarakhand,99258
27/03/2021,8:00 AM,Uttar Pradesh,611301
27/03/2021,8:00 AM,West Bengal,583027
28/03/2021,8:00 AM,Andhra Pradesh,897810
28/03/2021,8:00 AM,Andaman and Nicobar Islands,5044
28/03/2021,8:00 AM,Arunachal Pradesh,16845
28/03/2021,8:00 AM,Assam,218222
28/03/2021,8:00 AM,Bihar,264604
28/03/2021,8:00 AM,Chandigarh,25898
28/03/2021,8:00 AM,Chhattisgarh,337940
28/03/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3580
28/03/2021,8:00 AM,Delhi,655834
28/03/2021,8:00 AM,Goa,57453
28/03/2021,8:00 AM,Gujarat,298596
28/03/2021,8:00 AM,Haryana,286327
28/03/2021,8:00 AM,Himachal Pradesh,62383
28/03/2021,8:00 AM,Jammu and Kashmir,129684
28/03/2021,8:00 AM,Jharkhand,122621
28/03/2021,8:00 AM,Karnataka,983930
28/03/2021,8:00 AM,Kerala,1115777
28/03/2021,8:00 AM,Lakshadweep,714
28/03/2021,8:00 AM,Ladakh,9974
28/03/2021,8:00 AM,Madhya Pradesh,286407
28/03/2021,8:00 AM,Maharashtra,2673461
28/03/2021,8:00 AM,Manipur,29376
28/03/2021,8:00 AM,Meghalaya,14031
28/03/2021,8:00 AM,Mizoram,4465
28/03/2021,8:00 AM,Nagaland,12229
28/03/2021,8:00 AM,Odisha,339904
28/03/2021,8:00 AM,Puducherry,40964
28/03/2021,8:00 AM,Punjab,228864
28/03/2021,8:00 AM,Rajasthan,329595
28/03/2021,8:00 AM,Sikkim,6226
28/03/2021,8:00 AM,Tamil Nadu,877279
28/03/2021,8:00 AM,Telengana,306339
28/03/2021,8:00 AM,Tripura,33491
28/03/2021,8:00 AM,Uttarakhand,99515
28/03/2021,8:00 AM,Uttar Pradesh,612403
28/03/2021,8:00 AM,West Bengal,583839
29/03/2021,8:00 AM,Andhra Pradesh,898815
29/03/2021,8:00 AM,Andaman and Nicobar Islands,5046
29/03/2021,8:00 AM,Arunachal Pradesh,16845
29/03/2021,8:00 AM,Assam,218270
29/03/2021,8:00 AM,Bihar,264955
29/03/2021,8:00 AM,Chandigarh,26194
29/03/2021,8:00 AM,Chhattisgarh,340093
29/03/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3607
29/03/2021,8:00 AM,Delhi,657715
29/03/2021,8:00 AM,Goa,57584
29/03/2021,8:00 AM,Gujarat,300866
29/03/2021,8:00 AM,Haryana,287719
29/03/2021,8:00 AM,Himachal Pradesh,62660
29/03/2021,8:00 AM,Jammu and Kashmir,129993
29/03/2021,8:00 AM,Jharkhand,122935
29/03/2021,8:00 AM,Karnataka,987012
29/03/2021,8:00 AM,Kerala,1117993
29/03/2021,8:00 AM,Lakshadweep,715
29/03/2021,8:00 AM,Ladakh,9974
29/03/2021,8:00 AM,Madhya Pradesh,288683
29/03/2021,8:00 AM,Maharashtra,2713875
29/03/2021,8:00 AM,Manipur,29385
29/03/2021,8:00 AM,Meghalaya,14032
29/03/2021,8:00 AM,Mizoram,4465
29/03/2021,8:00 AM,Nagaland,12230
29/03/2021,8:00 AM,Odisha,340194
29/03/2021,8:00 AM,Puducherry,41101
29/03/2021,8:00 AM,Punjab,231734
29/03/2021,8:00 AM,Rajasthan,330676
29/03/2021,8:00 AM,Sikkim,6227
29/03/2021,8:00 AM,Tamil Nadu,879473
29/03/2021,8:00 AM,Telengana,306742
29/03/2021,8:00 AM,Tripura,33491
29/03/2021,8:00 AM,Uttarakhand,99881
29/03/2021,8:00 AM,Uttar Pradesh,613798
29/03/2021,8:00 AM,West Bengal,584666
30/03/2021,8:00 AM,Andhra Pradesh,899812
30/03/2021,8:00 AM,Andaman and Nicobar Islands,5052
30/03/2021,8:00 AM,Arunachal Pradesh,16845
30/03/2021,8:00 AM,Assam,218310
30/03/2021,8:00 AM,Bihar,265194
30/03/2021,8:00 AM,Chandigarh,26468
30/03/2021,8:00 AM,Chhattisgarh,341516
30/03/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3623
30/03/2021,8:00 AM,Delhi,659616
30/03/2021,8:00 AM,Goa,57712
30/03/2021,8:00 AM,Gujarat,303118
30/03/2021,8:00 AM,Haryana,288714
30/03/2021,8:00 AM,Himachal Pradesh,62981
30/03/2021,8:00 AM,Jammu and Kashmir,130228
30/03/2021,8:00 AM,Jharkhand,123090
30/03/2021,8:00 AM,Karnataka,989804
30/03/2021,8:00 AM,Kerala,1119542
30/03/2021,8:00 AM,Lakshadweep,715
30/03/2021,8:00 AM,Ladakh,10007
30/03/2021,8:00 AM,Madhya Pradesh,291006
30/03/2021,8:00 AM,Maharashtra,2745518
30/03/2021,8:00 AM,Manipur,29391
30/03/2021,8:00 AM,Meghalaya,14034
30/03/2021,8:00 AM,Mizoram,4468
30/03/2021,8:00 AM,Nagaland,12233
30/03/2021,8:00 AM,Odisha,340402
30/03/2021,8:00 AM,Puducherry,41226
30/03/2021,8:00 AM,Punjab,234602
30/03/2021,8:00 AM,Rajasthan,331578
30/03/2021,8:00 AM,Sikkim,6227
30/03/2021,8:00 AM,Tamil Nadu,881752
30/03/2021,8:00 AM,Telengana,307205
30/03/2021,8:00 AM,Tripura,33493
30/03/2021,8:00 AM,Uttarakhand,99990
30/03/2021,8:00 AM,Uttar Pradesh,615078
30/03/2021,8:00 AM,West Bengal,585305
31/03/2021,8:00 AM,Andhra Pradesh,900805
31/03/2021,8:00 AM,Andaman and Nicobar Islands,5081
31/03/2021,8:00 AM,Arunachal Pradesh,16845
31/03/2021,8:00 AM,Assam,218363
31/03/2021,8:00 AM,Bihar,265268
31/03/2021,8:00 AM,Chandigarh,26733
31/03/2021,8:00 AM,Chhattisgarh,344624
31/03/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3642
31/03/2021,8:00 AM,Delhi,660611
31/03/2021,8:00 AM,Goa,57839
31/03/2021,8:00 AM,Gujarat,305338
31/03/2021,8:00 AM,Haryana,289694
31/03/2021,8:00 AM,Himachal Pradesh,63320
31/03/2021,8:00 AM,Jammu and Kashmir,130587
31/03/2021,8:00 AM,Jharkhand,123508
31/03/2021,8:00 AM,Karnataka,992779
31/03/2021,8:00 AM,Kerala,1121931
31/03/2021,8:00 AM,Lakshadweep,718
31/03/2021,8:00 AM,Ladakh,10119
31/03/2021,8:00 AM,Madhya Pradesh,293179
31/03/2021,8:00 AM,Maharashtra,2773436
31/03/2021,8:00 AM,Manipur,29393
31/03/2021,8:00 AM,Meghalaya,14056
31/03/2021,8:00 AM,Mizoram,4473
31/03/2021,8:00 AM,Nagaland,12233
31/03/2021,8:00 AM,Odisha,340620
31/03/2021,8:00 AM,Puducherry,41341
31/03/2021,8:00 AM,Punjab,236790
31/03/2021,8:00 AM,Rajasthan,332243
31/03/2021,8:00 AM,Sikkim,6233
31/03/2021,8:00 AM,Tamil Nadu,884094
31/03/2021,8:00 AM,Telengana,307889
31/03/2021,8:00 AM,Tripura,33503
31/03/2021,8:00 AM,Uttarakhand,100118
31/03/2021,8:00 AM,Uttar Pradesh,615996
31/03/2021,8:00 AM,West Bengal,585933
01/04/2021,8:00 AM,Andhra Pradesh,901989
01/04/2021,8:00 AM,Andaman and Nicobar Islands,5083
01/04/2021,8:00 AM,Arunachal Pradesh,16845
01/04/2021,8:00 AM,Assam,218412
01/04/2021,8:00 AM,Bihar,265527
01/04/2021,8:00 AM,Chandigarh,26999
01/04/2021,8:00 AM,Chhattisgarh,349187
01/04/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3661
01/04/2021,8:00 AM,Delhi,662430
01/04/2021,8:00 AM,Goa,58039
01/04/2021,8:00 AM,Gujarat,307698
01/04/2021,8:00 AM,Haryana,290800
01/04/2021,8:00 AM,Himachal Pradesh,63605
01/04/2021,8:00 AM,Jammu and Kashmir,130960
01/04/2021,8:00 AM,Jharkhand,124201
01/04/2021,8:00 AM,Karnataka,997004
01/04/2021,8:00 AM,Kerala,1124584
01/04/2021,8:00 AM,Lakshadweep,723
01/04/2021,8:00 AM,Ladakh,10157
01/04/2021,8:00 AM,Madhya Pradesh,295511
01/04/2021,8:00 AM,Maharashtra,2812980
01/04/2021,8:00 AM,Manipur,29400
01/04/2021,8:00 AM,Meghalaya,18541
01/04/2021,8:00 AM,Mizoram,4476
01/04/2021,8:00 AM,Nagaland,12340
01/04/2021,8:00 AM,Odisha,340917
01/04/2021,8:00 AM,Puducherry,41468
01/04/2021,8:00 AM,Punjab,239734
01/04/2021,8:00 AM,Rajasthan,333149
01/04/2021,8:00 AM,Sikkim,6235
01/04/2021,8:00 AM,Tamil Nadu,886673
01/04/2021,8:00 AM,Telengana,308776
01/04/2021,8:00 AM,Tripura,33517
01/04/2021,8:00 AM,Uttarakhand,100411
01/04/2021,8:00 AM,Uttar Pradesh,617194
01/04/2021,8:00 AM,West Bengal,586915
02/04/2021,8:00 AM,Andhra Pradesh,903260
02/04/2021,8:00 AM,Andaman and Nicobar Islands,5084
02/04/2021,8:00 AM,Arunachal Pradesh,16845
02/04/2021,8:00 AM,Assam,218470
02/04/2021,8:00 AM,Bihar,266015
02/04/2021,8:00 AM,Chandigarh,27256
02/04/2021,8:00 AM,Chhattisgarh,353804
02/04/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3683
02/04/2021,8:00 AM,Delhi,665220
02/04/2021,8:00 AM,Goa,58304
02/04/2021,8:00 AM,Gujarat,310108
02/04/2021,8:00 AM,Haryana,292409
02/04/2021,8:00 AM,Himachal Pradesh,64014
02/04/2021,8:00 AM,Jammu and Kashmir,131421
02/04/2021,8:00 AM,Jharkhand,124891
02/04/2021,8:00 AM,Karnataka,1001238
02/04/2021,8:00 AM,Kerala,1127382
02/04/2021,8:00 AM,Lakshadweep,726
02/04/2021,8:00 AM,Ladakh,10175
02/04/2021,8:00 AM,Madhya Pradesh,298057
02/04/2021,8:00 AM,Maharashtra,2856163
02/04/2021,8:00 AM,Manipur,29401
02/04/2021,8:00 AM,Meghalaya,14067
02/04/2021,8:00 AM,Mizoram,4484
02/04/2021,8:00 AM,Nagaland,12345
02/04/2021,8:00 AM,Odisha,341311
02/04/2021,8:00 AM,Puducherry,41728
02/04/2021,8:00 AM,Punjab,242895
02/04/2021,8:00 AM,Rajasthan,334499
02/04/2021,8:00 AM,Sikkim,6241
02/04/2021,8:00 AM,Tamil Nadu,889490
02/04/2021,8:00 AM,Telengana,309741
02/04/2021,8:00 AM,Tripura,33521
02/04/2021,8:00 AM,Uttarakhand,100911
02/04/2021,8:00 AM,Uttar Pradesh,619783
02/04/2021,8:00 AM,West Bengal,588189
03/04/2021,8:00 AM,Andhra Pradesh,904548
03/04/2021,8:00 AM,Andaman and Nicobar Islands,5084
03/04/2021,8:00 AM,Arunachal Pradesh,16846
03/04/2021,8:00 AM,Assam,218533
03/04/2021,8:00 AM,Bihar,266677
03/04/2021,8:00 AM,Chandigarh,27543
03/04/2021,8:00 AM,Chhattisgarh,357978
03/04/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3703
03/04/2021,8:00 AM,Delhi,668814
03/04/2021,8:00 AM,Goa,58584
03/04/2021,8:00 AM,Gujarat,312748
03/04/2021,8:00 AM,Haryana,294270
03/04/2021,8:00 AM,Himachal Pradesh,64420
03/04/2021,8:00 AM,Jammu and Kashmir,131938
03/04/2021,8:00 AM,Jharkhand,125585
03/04/2021,8:00 AM,Karnataka,1006229
03/04/2021,8:00 AM,Kerala,1129890
03/04/2021,8:00 AM,Lakshadweep,733
03/04/2021,8:00 AM,Ladakh,10189
03/04/2021,8:00 AM,Madhya Pradesh,300834
03/04/2021,8:00 AM,Maharashtra,2904076
03/04/2021,8:00 AM,Manipur,29406
03/04/2021,8:00 AM,Meghalaya,14082
03/04/2021,8:00 AM,Mizoram,4487
03/04/2021,8:00 AM,Nagaland,12361
03/04/2021,8:00 AM,Odisha,341772
03/04/2021,8:00 AM,Puducherry,41941
03/04/2021,8:00 AM,Punjab,245768
03/04/2021,8:00 AM,Rajasthan,335921
03/04/2021,8:00 AM,Sikkim,6245
03/04/2021,8:00 AM,Tamil Nadu,892780
03/04/2021,8:00 AM,Telengana,310819
03/04/2021,8:00 AM,Tripura,33523
03/04/2021,8:00 AM,Uttarakhand,101275
03/04/2021,8:00 AM,Uttar Pradesh,622736
03/04/2021,8:00 AM,West Bengal,589922
04/04/2021,8:00 AM,Andhra Pradesh,905946
04/04/2021,8:00 AM,Andaman and Nicobar Islands,5098
04/04/2021,8:00 AM,Arunachal Pradesh,16849
04/04/2021,8:00 AM,Assam,218601
04/04/2021,8:00 AM,Bihar,267513
04/04/2021,8:00 AM,Chandigarh,27853
04/04/2021,8:00 AM,Chhattisgarh,363796
04/04/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3719
04/04/2021,8:00 AM,Delhi,672381
04/04/2021,8:00 AM,Goa,58803
04/04/2021,8:00 AM,Gujarat,315563
04/04/2021,8:00 AM,Haryana,296229
04/04/2021,8:00 AM,Himachal Pradesh,64838
04/04/2021,8:00 AM,Jammu and Kashmir,132439
04/04/2021,8:00 AM,Jharkhand,126458
04/04/2021,8:00 AM,Karnataka,1010602
04/04/2021,8:00 AM,Kerala,1132431
04/04/2021,8:00 AM,Lakshadweep,740
04/04/2021,8:00 AM,Ladakh,10226
04/04/2021,8:00 AM,Madhya Pradesh,303673
04/04/2021,8:00 AM,Maharashtra,2953523
04/04/2021,8:00 AM,Manipur,29415
04/04/2021,8:00 AM,Meghalaya,14106
04/04/2021,8:00 AM,Mizoram,4490
04/04/2021,8:00 AM,Nagaland,12362
04/04/2021,8:00 AM,Odisha,342224
04/04/2021,8:00 AM,Puducherry,42132
04/04/2021,8:00 AM,Punjab,248454
04/04/2021,8:00 AM,Rajasthan,337596
04/04/2021,8:00 AM,Sikkim,6251
04/04/2021,8:00 AM,Tamil Nadu,896226
04/04/2021,8:00 AM,Telengana,312140
04/04/2021,8:00 AM,Tripura,33537
04/04/2021,8:00 AM,Uttarakhand,101714
04/04/2021,8:00 AM,Uttar Pradesh,625923
04/04/2021,8:00 AM,West Bengal,591658
05/04/2021,8:00 AM,Andhra Pradesh,907676
05/04/2021,8:00 AM,Andaman and Nicobar Islands,5109
05/04/2021,8:00 AM,Arunachal Pradesh,16849
05/04/2021,8:00 AM,Assam,218670
05/04/2021,8:00 AM,Bihar,268377
05/04/2021,8:00 AM,Chandigarh,28194
05/04/2021,8:00 AM,Chhattisgarh,369046
05/04/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3744
05/04/2021,8:00 AM,Delhi,676414
05/04/2021,8:00 AM,Goa,59068
05/04/2021,8:00 AM,Gujarat,318438
05/04/2021,8:00 AM,Haryana,298133
05/04/2021,8:00 AM,Himachal Pradesh,65242
05/04/2021,8:00 AM,Jammu and Kashmir,133012
05/04/2021,8:00 AM,Jharkhand,127246
05/04/2021,8:00 AM,Karnataka,1015155
05/04/2021,8:00 AM,Kerala,1135233
05/04/2021,8:00 AM,Lakshadweep,741
05/04/2021,8:00 AM,Ladakh,10255
05/04/2021,8:00 AM,Madhya Pradesh,306851
05/04/2021,8:00 AM,Maharashtra,3010597
05/04/2021,8:00 AM,Manipur,29423
05/04/2021,8:00 AM,Meghalaya,14122
05/04/2021,8:00 AM,Mizoram,4491
05/04/2021,8:00 AM,Nagaland,12363
05/04/2021,8:00 AM,Odisha,342695
05/04/2021,8:00 AM,Puducherry,42359
05/04/2021,8:00 AM,Punjab,251460
05/04/2021,8:00 AM,Rajasthan,339325
05/04/2021,8:00 AM,Sikkim,6257
05/04/2021,8:00 AM,Tamil Nadu,899807
05/04/2021,8:00 AM,Telengana,313237
05/04/2021,8:00 AM,Tripura,33540
05/04/2021,8:00 AM,Uttarakhand,102264
05/04/2021,8:00 AM,Uttar Pradesh,630059
05/04/2021,8:00 AM,West Bengal,593615
06/04/2021,8:00 AM,Andhra Pradesh,909002
06/04/2021,8:00 AM,Andaman and Nicobar Islands,5116
06/04/2021,8:00 AM,Arunachal Pradesh,16851
06/04/2021,8:00 AM,Assam,218740
06/04/2021,8:00 AM,Bihar,269312
06/04/2021,8:00 AM,Chandigarh,28479
06/04/2021,8:00 AM,Chhattisgarh,376348
06/04/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3770
06/04/2021,8:00 AM,Delhi,679962
06/04/2021,8:00 AM,Goa,59315
06/04/2021,8:00 AM,Gujarat,321598
06/04/2021,8:00 AM,Haryana,300173
06/04/2021,8:00 AM,Himachal Pradesh,65809
06/04/2021,8:00 AM,Jammu and Kashmir,133454
06/04/2021,8:00 AM,Jharkhand,128332
06/04/2021,8:00 AM,Karnataka,1020434
06/04/2021,8:00 AM,Kerala,1137590
06/04/2021,8:00 AM,Lakshadweep,744
06/04/2021,8:00 AM,Ladakh,10303
06/04/2021,8:00 AM,Madhya Pradesh,310249
06/04/2021,8:00 AM,Maharashtra,3057885
06/04/2021,8:00 AM,Manipur,29428
06/04/2021,8:00 AM,Meghalaya,14126
